acc,entry,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,KO|K02256,OMA|FHGLASM,Total
A3RKN5,A3RKN5_9PASS,0,0,0,1,0,0,1
A3RKM9,A3RKM9_9PASS,0,0,0,1,0,0,1
A3RKN0,A3RKN0_9PASS,0,0,0,1,0,0,1
A3RKN1,A3RKN1_9PASS,0,0,0,1,0,0,1
A3RKN2,A3RKN2_9PASS,0,0,0,1,0,0,1
A3RKN3,A3RKN3_9PASS,0,0,0,1,0,0,1
A3RKN4,A3RKN4_9PASS,0,0,0,1,0,0,1
A3RKN6,A3RKN6_9PASS,0,0,0,1,0,0,1
A3RKM7,A3RKM7_9PASS,0,0,0,1,0,0,1
A3RKN7,A3RKN7_9CORV,0,0,0,1,0,0,1
A3RKN8,A3RKN8_9CORV,0,0,0,1,0,0,1
A3RKN9,A3RKN9_9CORV,0,0,0,1,0,0,1
A3RKP0,A3RKP0_9CORV,0,0,0,1,0,0,1
A3RMM4,A3RMM4_HYNAR,0,0,0,1,0,0,1
A3RMP9,A3RMP9_HUMAN,0,0,0,1,0,0,1
A3RKM8,A3RKM8_9PASS,0,0,0,1,0,0,1
A3RKM6,A3RKM6_9PASS,0,0,0,1,0,0,1
A3R454,A3R454_MUSMC,0,0,0,1,0,0,1
A3RIN5,A3RIN5_9SAUR,0,0,0,1,0,0,1
A3RIL9,A3RIL9_9SAUR,0,0,0,1,0,0,1
A3RIM5,A3RIM5_9SAUR,0,0,0,1,0,0,1
A3RIM7,A3RIM7_9SAUR,0,0,0,1,0,0,1
A3RIM8,A3RIM8_9SAUR,0,0,0,1,0,0,1
A3RIN0,A3RIN0_9SAUR,0,0,0,1,0,0,1
A3RIN2,A3RIN2_9SAUR,0,0,0,1,0,0,1
A3RIN7,A3RIN7_9SAUR,0,0,0,1,0,0,1
A3RKM5,A3RKM5_FICPA,0,0,0,1,0,0,1
A3RIN9,A3RIN9_9SAUR,0,0,0,1,0,0,1
A3RIP0,A3RIP0_THAEL,0,0,0,1,0,0,1
A3RIP1,A3RIP1_THACY,0,0,0,1,0,0,1
A3RIP2,A3RIP2_9SAUR,0,0,0,1,0,0,1
A3RKM3,A3RKM3_9PASS,0,0,0,1,0,0,1
A3RKM4,A3RKM4_9PASS,0,0,0,1,0,0,1
A3E0G7,A3E0G7_SPIPA,0,0,0,1,0,0,1
A3E0F9,A3E0F9_PASAH,0,0,0,1,0,0,1
A3E0D1,A3E0D1_REGCA,0,0,0,1,0,0,1
A3DYI7,A3DYI7_SITCA,0,0,0,1,0,0,1
A3DY32,A3DY32_PHOIM,0,0,0,1,0,0,1
A3DY37,A3DY37_PHONG,0,0,0,1,0,0,1
A3DY61,A3DY61_PIROL,0,0,0,1,0,0,1
A3DYE6,A3DYE6_REGSA,0,0,0,1,0,0,1
A3DYI3,A3DYI3_SIASI,0,0,0,1,0,0,1
A3DYI6,A3DYI6_SITCA,0,0,0,1,0,0,1
A3DYI8,A3DYI8_SITCA,0,0,0,1,0,0,1
A3DXZ5,A3DXZ5_PETPY,0,0,0,1,0,0,1
A3DYK6,A3DYK6_SOMSP,0,0,0,1,0,0,1
A3DYL7,A3DYL7_SPHRU,0,0,0,1,0,0,1
A3DZ30,A3DZ30_9AVES,0,0,0,1,0,0,1
A3DZ72,A3DZ72_AYTCO,0,0,0,1,0,0,1
A3DZ81,A3DZ81_AYTMA,0,0,0,1,0,0,1
A3DZJ6,A3DZJ6_BRACA,0,0,0,1,0,0,1
A3DY31,A3DY31_PHOIM,0,0,0,1,0,0,1
A3DXQ4,A3DXQ4_MOLAN,0,0,0,1,0,0,1
A3DZJ8,A3DZJ8_BRACA,0,0,0,1,0,0,1
A3DWS7,A3DWS7_CERAM,0,0,0,1,0,0,1
A3DW69,A3DW69_VIRSO,0,0,0,1,0,0,1
A3DW76,A3DW76_ACCCO,0,0,0,1,0,0,1
A3DW79,A3DW79_ACCGE,0,0,0,1,0,0,1
A3DW90,A3DW90_AGEPH,0,0,0,1,0,0,1
A3DW95,A3DW95_ALLAL,0,0,0,1,0,0,1
A3DWS0,A3DWS0_CEPGR,0,0,0,1,0,0,1
A3DWU7,A3DWU7_ANSCE,0,0,0,1,0,0,1
A3DXL9,A3DXL9_LEUTE,0,0,0,1,0,0,1
A3DWU8,A3DWU8_ANSCE,0,0,0,1,0,0,1
A3DWZ0,A3DWZ0_CONCP,0,0,0,1,0,0,1
A3DX04,A3DX04_COTNO,0,0,0,1,0,0,1
A3DX60,A3DX60_EMPFL,0,0,0,1,0,0,1
A3DXC1,A3DXC1_GAVPA,0,0,0,1,0,0,1
A3DXI6,A3DXI6_LAGMU,0,0,0,1,0,0,1
A3DZJ7,A3DZJ7_BRACA,0,0,0,1,0,0,1
A3DZK1,A3DZK1_BRACA,0,0,0,1,0,0,1
A3E0B0,A3E0B0_PASIL,0,0,0,1,0,0,1
A3E048,A3E048_MELFS,0,0,0,1,0,0,1
A3E013,A3E013_ICTSP,0,0,0,1,0,0,1
A3E026,A3E026_JUNHY,0,0,0,1,0,0,1
A3E029,A3E029_JUNHY,0,0,0,1,0,0,1
A3E045,A3E045_MELFS,0,0,0,1,0,0,1
A3E046,A3E046_MELFS,0,0,0,1,0,0,1
A3E047,A3E047_MELFS,0,0,0,1,0,0,1
A3E053,A3E053_MELNI,0,0,0,1,0,0,1
A3E008,A3E008_HYLMU,0,0,0,1,0,0,1
A3E054,A3E054_MELNI,0,0,0,1,0,0,1
A3E059,A3E059_MELGE,0,0,0,1,0,0,1
A3E060,A3E060_MELGE,0,0,0,1,0,0,1
A3E094,A3E094_OXYJA,0,0,0,1,0,0,1
A3E095,A3E095_OXYJA,0,0,0,1,0,0,1
A3E0A5,A3E0A5_PASSN,0,0,0,1,0,0,1
A3E009,A3E009_HYLMU,0,0,0,1,0,0,1
A3E003,A3E003_GEOTR,0,0,0,1,0,0,1
A3DZK5,A3DZK5_BRACA,0,0,0,1,0,0,1
A3DZP7,A3DZP7_BUCCL,0,0,0,1,0,0,1
A3DZK7,A3DZK7_BRACA,0,0,0,1,0,0,1
A3DZK8,A3DZK8_BRACA,0,0,0,1,0,0,1
A3DZK9,A3DZK9_BRACA,0,0,0,1,0,0,1
A3DZL1,A3DZL1_BRACA,0,0,0,1,0,0,1
A3DZL3,A3DZL3_BRACA,0,0,0,1,0,0,1
A3DZN7,A3DZN7_9AVES,0,0,0,1,0,0,1
A3DZU6,A3DZU6_CLAHY,0,0,0,1,0,0,1
A3DZZ2,A3DZZ2_DUMCA,0,0,0,1,0,0,1
A3DZU7,A3DZU7_CLAHY,0,0,0,1,0,0,1
A3DZW5,A3DZW5_DENCO,0,0,0,1,0,0,1
A3DZW6,A3DZW6_DENCO,0,0,0,1,0,0,1
A3DZX4,A3DZX4_DENPA,0,0,0,1,0,0,1
A3DZY1,A3DZY1_MUSST,0,0,0,1,0,0,1
A3DZZ1,A3DZZ1_DUMCA,0,0,0,1,0,0,1
A4CGA7,A4CGA7_ROBBH,0,1,0,0,0,0,1
A4F2R4,A4F2R4_PROLO,0,0,0,1,0,0,1
A4F8Y8,A4F8Y8_SACEN,0,1,0,0,0,0,1
A4ZIM5,A4ZIM5_9SAUR,0,0,0,1,0,0,1
A4ZIL7,A4ZIL7_9SAUR,0,0,0,1,0,0,1
A4ZIL8,A4ZIL8_9SAUR,0,0,0,1,0,0,1
A4ZIL9,A4ZIL9_9SAUR,0,0,0,1,0,0,1
A4ZIM0,A4ZIM0_9SAUR,0,0,0,1,0,0,1
A4ZIM1,A4ZIM1_9SAUR,0,0,0,1,0,0,1
A4ZIM2,A4ZIM2_9SAUR,0,0,0,1,0,0,1
A4ZIM7,A4ZIM7_9SAUR,0,0,0,1,0,0,1
A4ZIL5,A4ZIL5_9SAUR,0,0,0,1,0,0,1
A4ZIM9,A4ZIM9_9SAUR,0,0,0,1,0,0,1
A4ZIN0,A4ZIN0_9SAUR,0,0,0,1,0,0,1
A4ZIN1,A4ZIN1_9SAUR,0,0,0,1,0,0,1
A4ZIN5,A4ZIN5_9SAUR,0,0,0,1,0,0,1
A4ZIN6,A4ZIN6_9SAUR,0,0,0,1,0,0,1
A4ZIN7,A4ZIN7_9SAUR,0,0,0,1,0,0,1
A4ZIL6,A4ZIL6_9SAUR,0,0,0,1,0,0,1
A4ZIL4,A4ZIL4_9SAUR,0,0,0,1,0,0,1
A4ZIP0,A4ZIP0_9SAUR,0,0,0,1,0,0,1
A4YQB9,A4YQB9_BRASO,0,1,0,0,0,0,1
A4YDJ9,A4YDJ9_METS5,0,1,0,0,0,0,1
A4YE09,A4YE09_METS5,0,1,0,0,0,0,1
A4YE10,A4YE10_METS5,0,1,0,0,0,0,1
A4YE93,A4YE93_METS5,0,1,0,0,0,0,1
A4YIC0,A4YIC0_METS5,0,1,0,0,0,0,1
A4YNX1,A4YNX1_BRASO,0,1,0,0,0,0,1
A4YXG6,A4YXG6_BRASO,0,1,0,0,0,0,1
A4ZIL3,A4ZIL3_9SAUR,0,0,0,1,0,0,1
A4ZEV8,A4ZEV8_9NEOB,0,0,0,1,0,0,1
A4ZH76,A4ZH76_PHYSO,0,0,0,0,1,0,1
A4ZHG4,A4ZHG4_9NEOB,0,0,0,1,0,0,1
A4ZIK8,A4ZIK8_9SAUR,0,0,0,1,0,0,1
A4ZIK9,A4ZIK9_9SAUR,0,0,0,1,0,0,1
A4ZIL0,A4ZIL0_9SAUR,0,0,0,1,0,0,1
A4ZIN9,A4ZIN9_9SAUR,0,0,0,1,0,0,1
A4ZIP1,A4ZIP1_9SAUR,0,0,0,1,0,0,1
A4YC82,A4YC82_SHEPC,0,1,0,0,0,0,1
A5GCR7,A5GCR7_GEOUR,0,1,0,0,0,0,1
A5EDH7,A5EDH7_BRASB,0,1,0,0,0,0,1
A5EGJ1,A5EGJ1_BRASB,0,1,0,0,0,0,1
A5FJE4,A5FJE4_FLAJ1,0,1,0,0,0,0,1
A5FTY6,A5FTY6_ACICJ,0,1,0,0,0,0,1
A5FXH8,A5FXH8_ACICJ,0,1,0,0,0,0,1
A5G0I3,A5G0I3_ACICJ,0,1,0,0,0,0,1
A5GJM5,A5GJM5_SYNPW,0,1,0,0,0,0,1
A5CS33,A5CS33_CLAM3,0,1,0,0,0,0,1
A5GMY3,A5GMY3_SYNPW,0,1,0,0,0,0,1
A5GRR5,A5GRR5_SYNR3,0,1,0,0,0,0,1
A5GVD0,A5GVD0_SYNR3,0,1,0,0,0,0,1
A5HV28,A5HV28_EUMJU,0,0,0,1,0,0,1
A5HW02,A5HW02_PAGBG,0,0,0,1,0,0,1
A5IRU6,A5IRU6_STAA9,0,1,0,0,0,0,1
A5CXZ5,A5CXZ5_VESOH,0,1,0,0,0,0,1
A5CF32,A5CF32_ORITB,0,1,0,0,0,0,1
A4ZIP2,A4ZIP2_9SAUR,0,0,0,1,0,0,1
A4ZL80,A4ZL80_HUMAN,0,0,0,1,0,0,1
A4ZIP3,A4ZIP3_9SAUR,0,0,0,1,0,0,1
A4ZIP4,A4ZIP4_9SAUR,0,0,0,1,0,0,1
A4ZIQ0,A4ZIQ0_9SAUR,0,0,0,1,0,0,1
A4ZIQ1,A4ZIQ1_9SAUR,0,0,0,1,0,0,1
A4ZIQ2,A4ZIQ2_9SAUR,0,0,0,1,0,0,1
A4ZIQ5,A4ZIQ5_9SAUR,0,0,0,1,0,0,1
A4ZLB9,A4ZLB9_HUMAN,0,0,0,1,0,0,1
A4ZXV4,A4ZXV4_BOSMU,0,0,0,1,0,0,1
A4ZPJ1,A4ZPJ1_9TELE,0,0,0,1,0,0,1
A4ZPJ7,A4ZPJ7_9TELE,0,0,0,1,0,0,1
A4ZPJ9,A4ZPJ9_9TELE,0,0,0,1,0,0,1
A4ZPL4,A4ZPL4_ZOAVI,0,0,0,1,0,0,1
A4ZPL5,A4ZPL5_ZOAVI,0,0,0,1,0,0,1
A4ZPL7,A4ZPL7_9TELE,0,0,0,1,0,0,1
A4YDG5,A4YDG5_METS5,0,1,0,0,0,0,1
A4YC07,A4YC07_SHEPC,0,1,0,0,0,0,1
A4FQ77,A4FQ77_SACEN,0,1,0,0,0,0,1
A4L9R8,A4L9R8_9SAUR,0,0,0,1,0,0,1
A4KVS8,A4KVS8_MACTE,0,0,0,1,0,0,1
A4KVU6,A4KVU6_URSTH,0,0,0,1,0,0,1
A4KVX1,A4KVX1_CHLKI,0,0,0,1,0,0,1
A4KWD1,A4KWD1_ONCMA,0,0,0,1,0,0,1
A4KWW6,A4KWW6_ONCKI,0,0,0,1,0,0,1
A4KZ76,A4KZ76_RANPL,0,0,0,1,0,0,1
A4LBA4,A4LBA4_ACALA,0,0,0,1,0,0,1
A4JS17,A4JS17_BURVG,0,1,0,0,0,0,1
A4QGS3,A4QGS3_CORGB,0,1,0,0,0,0,1
A4QIK1,A4QIK1_9TELE,0,0,0,1,0,0,1
A4QIL4,A4QIL4_LUVIM,0,0,0,1,0,0,1
A4QIM7,A4QIM7_ZANCO,0,0,0,1,0,0,1
A4QIP0,A4QIP0_9TELE,0,0,0,1,0,0,1
A4QIQ3,A4QIQ3_SPIMA,0,0,0,1,0,0,1
A4K6A2,A4K6A2_9SAUR,0,0,0,1,0,0,1
A4JR59,A4JR59_BURVG,0,1,0,0,0,0,1
A4QIS9,A4QIS9_MONGN,0,0,0,1,0,0,1
A4IF09,A4IF09_BOMVA,0,0,0,1,0,0,1
A4G458,A4G458_HERAR,0,1,0,0,0,0,1
A4G8I6,A4G8I6_HERAR,0,1,0,0,0,0,1
A4G944,A4G944_HERAR,0,1,0,0,0,0,1
A4GFE5,A4GFE5_9PASS,0,0,0,1,0,0,1
A4GVV6,A4GVV6_CYPRU,0,0,0,1,0,0,1
A4GX76,A4GX76_MELUD,0,0,0,1,0,0,1
A4ILX2,A4ILX2_GEOTN,0,1,0,0,0,0,1
A4JI34,A4JI34_BURVG,0,1,0,0,0,0,1
A4IN60,A4IN60_GEOTN,0,1,0,0,0,0,1
A4INI4,A4INI4_GEOTN,0,1,0,0,0,0,1
A4ITS3,A4ITS3_GEOTN,0,1,0,0,0,0,1
A4IZX3,A4IZX3_FRATW,0,1,0,0,0,0,1
A4JFC2,A4JFC2_BURVG,0,1,0,0,0,0,1
A4JHR0,A4JHR0_BURVG,0,1,0,0,0,0,1
A4QIR6,A4QIR6_LETOB,0,0,0,1,0,0,1
A4QIU2,A4QIU2_DIAPI,0,0,0,1,0,0,1
A4XUK9,A4XUK9_PSEMY,0,1,0,0,0,0,1
A4UUZ8,A4UUZ8_LUTRU,0,0,0,1,0,0,1
A4U8W8,A4U8W8_MELFA,0,0,0,1,0,0,1
A4U8Y7,A4U8Y7_MELFA,0,0,0,1,0,0,1
A4UAI9,A4UAI9_OPLFA,0,0,0,1,0,0,1
A4UII0,A4UII0_9LABR,0,0,0,1,0,0,1
A4UMT5,A4UMT5_ONCGO,0,0,0,1,0,0,1
A4UMU8,A4UMU8_9AVES,0,0,0,1,0,0,1
A4VKM3,A4VKM3_PSEU5,0,1,0,0,0,0,1
A4U8V6,A4U8V6_MELMN,0,0,0,1,0,0,1
A4W7A2,A4W7A2_ENT38,0,1,0,0,0,0,1
A4WQA6,A4WQA6_RHOS5,0,1,0,0,0,0,1
A4WYS3,A4WYS3_RHOS5,0,1,0,0,0,0,1
A4X3W5,A4X3W5_SALTO,0,1,0,0,0,0,1
A4X6U4,A4X6U4_SALTO,0,1,0,0,0,0,1
A4XNK1,A4XNK1_PSEMY,0,1,0,0,0,0,1
A4U8V7,A4U8V7_MELMN,0,0,0,1,0,0,1
A4TPF0,A4TPF0_YERPP,0,1,0,0,0,0,1
A4QIV5,A4QIV5_9TELE,0,0,0,1,0,0,1
A4QJ46,A4QJ46_9TELE,0,0,0,1,0,0,1
A4QIW8,A4QIW8_9TELE,0,0,0,1,0,0,1
A4QIY1,A4QIY1_9TELE,0,0,0,1,0,0,1
A4QIZ4,A4QIZ4_MACUR,0,0,0,1,0,0,1
A4QJ07,A4QJ07_TRIAM,0,0,0,1,0,0,1
A4QJ20,A4QJ20_TRIWB,0,0,0,1,0,0,1
A4QJ33,A4QJ33_TRIBT,0,0,0,1,0,0,1
A4QJ59,A4QJ59_9TELE,0,0,0,1,0,0,1
A4TDW8,A4TDW8_MYCGI,0,1,0,0,0,0,1
A4QJ72,A4QJ72_DIOHO,0,0,0,1,0,0,1
A4QJ85,A4QJ85_DOEBE,0,0,0,1,0,0,1
A4SPZ1,A4SPZ1_AERS4,0,1,0,0,0,0,1
A4T087,A4T087_POLSQ,0,1,0,0,0,0,1
A4T208,A4T208_MYCGI,0,1,0,0,0,0,1
A4T6B2,A4T6B2_MYCGI,0,1,0,0,0,0,1
A3DV08,A3DV08_COCAM,0,0,0,1,0,0,1
A3DV01,A3DV01_CHOAC,0,0,0,1,0,0,1
A5J058,A5J058_GIBZE,0,0,0,0,1,0,1
A3DUU1,A3DUU1_BUTVI,0,0,0,1,0,0,1
A0ZZ04,A0ZZ04_9TELE,0,0,0,1,0,0,1
A1A8A0,A1A8A0_ECOK1,0,1,0,0,0,0,1
A1AV81,A1AV81_RUTMC,0,1,0,0,0,0,1
A1B6G7,A1B6G7_PARDP,0,1,0,0,0,0,1
A1BCC3,A1BCC3_PARDP,0,1,0,0,0,0,1
A1BQB2,A1BQB2_9AVES,0,0,0,1,0,0,1
A1BQB4,A1BQB4_9AVES,0,0,0,1,0,0,1
A1BQB5,A1BQB5_9AVES,0,0,0,1,0,0,1
A1BQB7,A1BQB7_EUDCH,0,0,0,1,0,0,1
A1BQB8,A1BQB8_EUDCH,0,0,0,1,0,0,1
A1BQC7,A1BQC7_EUDCH,0,0,0,1,0,0,1
A1BQD1,A1BQD1_EUDCH,0,0,0,1,0,0,1
A1DSF3,A1DSF3_HUMAN,0,0,0,1,0,0,1
A1DTC8,A1DTC8_HUMAN,0,0,0,1,0,0,1
A1DTW0,A1DTW0_HUMAN,0,0,0,1,0,0,1
A0ZYZ1,A0ZYZ1_9TELE,0,0,0,1,0,0,1
A0ZYX8,A0ZYX8_XENMA,0,0,0,1,0,0,1
A0ZYW5,A0ZYW5_9TELE,0,0,0,1,0,0,1
A0ZRN6,A0ZRN6_HOMLE,0,0,0,1,0,0,1
A0ZRF8,A0ZRF8_9TELE,0,0,0,1,0,0,1
A0ZRH1,A0ZRH1_9TELE,0,0,0,1,0,0,1
A0ZRI4,A0ZRI4_ACACI,0,0,0,1,0,0,1
A0ZRJ7,A0ZRJ7_BARTO,0,0,0,1,0,0,1
A0ZRL0,A0ZRL0_9TELE,0,0,0,1,0,0,1
A0ZRM3,A0ZRM3_9TELE,0,0,0,1,0,0,1
A0ZRR2,A0ZRR2_9TELE,0,0,0,1,0,0,1
A0ZXT4,A0ZXT4_9ASCI,0,0,0,1,0,0,1
A0ZRS5,A0ZRS5_PANAU,0,0,0,1,0,0,1
A0ZRT8,A0ZRT8_HYPNG,0,0,0,1,0,0,1
A0ZRV1,A0ZRV1_9TELE,0,0,0,1,0,0,1
A0ZRW4,A0ZRW4_MISNI,0,0,0,1,0,0,1
A0ZRX7,A0ZRX7_SCHBA,0,0,0,1,0,0,1
A0ZRZ9,A0ZRZ9_9TELE,0,0,0,1,0,0,1
A1IG54,A1IG54_9SAUR,0,0,0,1,0,0,1
A1IGD1,A1IGD1_COLVA,0,0,0,1,0,0,1
A1IGH1,A1IGH1_9SAUR,0,0,0,1,0,0,1
A1UE41,A1UE41_MYCSK,0,1,0,0,0,0,1
A1T6U7,A1T6U7_MYCVP,0,1,0,0,0,0,1
A1TBD9,A1TBD9_MYCVP,0,1,0,0,0,0,1
A1TPB2,A1TPB2_ACIAC,0,1,0,0,0,0,1
A1TT20,A1TT20_ACIAC,0,1,0,0,0,0,1
A1TU11,A1TU11_ACIAC,0,1,0,0,0,0,1
A1TWQ1,A1TWQ1_MARHV,0,1,0,0,0,0,1
A1UIN7,A1UIN7_MYCSK,0,1,0,0,0,0,1
A1SLF7,A1SLF7_NOCSJ,0,1,0,0,0,0,1
A1UU70,A1UU70_BARBK,0,1,0,0,0,0,1
A1UYB3,A1UYB3_BURMS,0,1,0,0,0,0,1
A1UZW7,A1UZW7_BURMS,0,1,0,0,0,0,1
A1V665,A1V665_BURMS,0,1,0,0,0,0,1
A1VD47,A1VD47_DESVV,0,1,0,0,0,0,1
A1VKL8,A1VKL8_POLNA,0,1,0,0,0,0,1
A1SY61,A1SY61_PSYIN,0,1,0,0,0,0,1
A1SCB2,A1SCB2_NOCSJ,0,1,0,0,0,0,1
A1IGI4,A1IGI4_GEOAC,0,0,0,1,0,0,1
A1JNP2,A1JNP2_YERE8,0,1,0,0,0,0,1
A1IGJ7,A1IGJ7_HELSU,0,0,0,1,0,0,1
A1IGQ1,A1IGQ1_9SAUR,0,0,0,1,0,0,1
A1IGR7,A1IGR7_FUROU,0,0,0,1,0,0,1
A1IGT0,A1IGT0_VARNI,0,0,0,1,0,0,1
A1IHG9,A1IHG9_LATCH,0,0,0,1,0,0,1
A1ING7,A1ING7_PARRO,0,0,0,1,0,0,1
A1K6B9,A1K6B9_AZOSB,0,1,0,0,0,0,1
A1SBD0,A1SBD0_SHEAM,0,1,0,0,0,0,1
A1KAR3,A1KAR3_AZOSB,0,1,0,0,0,0,1
A1KN40,A1KN40_MYCBP,0,1,0,0,0,0,1
A1KY09,A1KY09_9GOBI,0,0,0,1,0,0,1
A1R6U3,A1R6U3_ARTAT,0,1,0,0,0,0,1
A1RE52,A1RE52_SHESW,0,1,0,0,0,0,1
A1RE90,A1RE90_SHESW,0,1,0,0,0,0,1
A0ZRE5,A0ZRE5_9TELE,0,0,0,1,0,0,1
A0ZRD2,A0ZRD2_9TELE,0,0,0,1,0,0,1
A0ZRB9,A0ZRB9_9TELE,0,0,0,1,0,0,1
A0LTH0,A0LTH0_ACIC1,0,1,0,0,0,0,1
A0KAR9,A0KAR9_BURCH,0,1,0,0,0,0,1
A0KDK5,A0KDK5_BURCH,0,1,0,0,0,0,1
A0KME8,A0KME8_AERHH,0,1,0,0,0,0,1
A0L2E1,A0L2E1_SHESA,0,1,0,0,0,0,1
A0L2I0,A0L2I0_SHESA,0,1,0,0,0,0,1
A0LS53,A0LS53_ACIC1,0,1,0,0,0,0,1
A0LXR0,A0LXR0_GRAFK,0,1,0,0,0,0,1
A0JX26,A0JX26_ARTS2,0,1,0,0,0,0,1
A0MZ73,A0MZ73_ONCNE,0,0,0,1,0,0,1
A0PD85,A0PD85_9RODE,0,0,0,1,0,0,1
A0PDN0,A0PDN0_9SAUR,0,0,0,1,0,0,1
A0PDN7,A0PDN7_9SAUR,0,0,0,1,0,0,1
A0PDQ8,A0PDQ8_EUNNO,0,0,0,1,0,0,1
A0PDR3,A0PDR3_BOACO,0,0,0,1,0,0,1
A0K8J4,A0K8J4_BURCH,0,1,0,0,0,0,1
A0EZ62,A0EZ62_WOLPM,0,1,0,0,0,0,1
A0PNG8,A0PNG8_MYCUA,0,1,0,0,0,0,1
A0EQ70,A0EQ70_CRONI,0,0,0,1,0,0,1
A0A075E6K7,A0A075E6K7_DROME,0,0,0,0,1,0,1
A0A075W861,A0A075W861_GALSU,0,0,0,0,1,0,1
A0A2P5,A0A2P5_VERMO,0,0,0,1,0,0,1
A0A2W0,A0A2W0_MUNRE,0,0,0,1,0,0,1
A0AB44,A0AB44_APUAP,0,0,0,1,0,0,1
A0AEK1,A0AEK1_LISW6,0,1,0,0,0,0,1
A0EQ83,A0EQ83_CROPO,0,0,0,1,0,0,1
A0EY37,A0EY37_PANHA,0,0,0,1,0,0,1
A0EXV9,A0EXV9_9AVES,0,0,0,1,0,0,1
A0EXX2,A0EXX2_HYLPL,0,0,0,1,0,0,1
A0EXY5,A0EXY5_FALSP,0,0,0,1,0,0,1
A0EXZ8,A0EXZ8_9FALC,0,0,0,1,0,0,1
A0EY11,A0EY11_9PICI,0,0,0,1,0,0,1
A0EY24,A0EY24_9AVES,0,0,0,1,0,0,1
A0PDS5,A0PDS5_PANGU,0,0,0,1,0,0,1
A0PPT0,A0PPT0_MYCUA,0,1,0,0,0,0,1
A0ZRA6,A0ZRA6_9TELE,0,0,0,1,0,0,1
A0ZR02,A0ZR02_9TELE,0,0,0,1,0,0,1
A0ZPU0,A0ZPU0_9TELE,0,0,0,1,0,0,1
A0ZPV3,A0ZPV3_9TELE,0,0,0,1,0,0,1
A0ZPW7,A0ZPW7_TRINK,0,0,0,1,0,0,1
A0ZPY0,A0ZPY0_9TELE,0,0,0,1,0,0,1
A0ZPZ3,A0ZPZ3_NIPSI,0,0,0,1,0,0,1
A0ZQY9,A0ZQY9_BARBU,0,0,0,1,0,0,1
A0ZR15,A0ZR15_9TELE,0,0,0,1,0,0,1
A0ZPQ2,A0ZPQ2_CATCO,0,0,0,1,0,0,1
A0ZR28,A0ZR28_9TELE,0,0,0,1,0,0,1
A0ZR41,A0ZR41_9TELE,0,0,0,1,0,0,1
A0ZR54,A0ZR54_9TELE,0,0,0,1,0,0,1
A0ZR67,A0ZR67_9TELE,0,0,0,1,0,0,1
A0ZR80,A0ZR80_9TELE,0,0,0,1,0,0,1
A0ZR93,A0ZR93_9TELE,0,0,0,1,0,0,1
A0ZPS7,A0ZPS7_TINTI,0,0,0,1,0,0,1
A0ZPN9,A0ZPN9_NOTCY,0,0,0,1,0,0,1
A0Q4E1,A0Q4E1_FRATN,0,1,0,0,0,0,1
A0S1I7,A0S1I7_HUMAN,0,0,0,1,0,0,1
A0QJI2,A0QJI2_MYCA1,0,1,0,0,0,0,1
A0R0M4,A0R0M4_MYCS2,0,1,0,0,0,0,1
A0R9Y1,A0R9Y1_BACAH,0,1,0,0,0,0,1
A0RHW1,A0RHW1_BACAH,0,1,0,0,0,0,1
A0S0C5,A0S0C5_PIG,0,0,0,1,0,0,1
A0S183,A0S183_HUMAN,0,0,0,1,0,0,1
A0SCP2,A0SCP2_HUMAN,0,0,0,1,0,0,1
A0ZPM3,A0ZPM3_CYCEL,0,0,0,1,0,0,1
A0ST05,A0ST05_PIG,0,0,0,1,0,0,1
A0SXN1,A0SXN1_HYDVU,0,1,0,0,0,0,1
A0T4D1,A0T4D1_PARED,0,0,0,1,0,0,1
A0ZNK5,A0ZNK5_9TELE,0,0,0,1,0,0,1
A0ZNL8,A0ZNL8_CYPLU,0,0,0,1,0,0,1
A0ZNN1,A0ZNN1_9TELE,0,0,0,1,0,0,1
A1W9J2,A1W9J2_ACISJ,0,1,0,0,0,0,1
A1WBM4,A1WBM4_ACISJ,0,1,0,0,0,0,1
A1WHN8,A1WHN8_VEREI,0,1,0,0,0,0,1
A1XV61,A1XV61_9TELE,0,0,0,1,0,0,1
A1XV55,A1XV55_9TELE,0,0,0,1,0,0,1
A1XV56,A1XV56_9TELE,0,0,0,1,0,0,1
A1XV57,A1XV57_9TELE,0,0,0,1,0,0,1
A1XV58,A1XV58_9TELE,0,0,0,1,0,0,1
A1XV59,A1XV59_9TELE,0,0,0,1,0,0,1
A1XV60,A1XV60_9TELE,0,0,0,1,0,0,1
A1XV62,A1XV62_9TELE,0,0,0,1,0,0,1
A1XV53,A1XV53_9TELE,0,0,0,1,0,0,1
A1XV63,A1XV63_HELAV,0,0,0,1,0,0,1
A1XV64,A1XV64_9TELE,0,0,0,1,0,0,1
A1XV65,A1XV65_9TELE,0,0,0,1,0,0,1
A1XV66,A1XV66_9TELE,0,0,0,1,0,0,1
A1XV67,A1XV67_9TELE,0,0,0,1,0,0,1
A1XV68,A1XV68_9TELE,0,0,0,1,0,0,1
A1XV54,A1XV54_9TELE,0,0,0,1,0,0,1
A1XV52,A1XV52_9TELE,0,0,0,1,0,0,1
A1XV70,A1XV70_9TELE,0,0,0,1,0,0,1
A1XV43,A1XV43_9TELE,0,0,0,1,0,0,1
